Artist Name,Track Name,Popularity,Danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,class
Tad,Leafy Incline,44,0.5,0.863,-9,0,0.0402,1.58e-05,0.416,0.0944,0.331,75.591,2.10533,4,10
King Combs,Holdin Me Down,59,0.671,0.622,-6,0,0.348,0.236,1.29e-06,0.0928,0.417,155.599,2.51839,4,5
Karsh Kale,Milan,34,0.603,0.864,-12,1,0.0524,0.427,0.892,0.329,0.49,165.033,5.34307,4,6
Paradise Lost,Hallowed Land,34,0.506,0.947,-7,0,0.0454,0.000177,0.00202,0.139,0.399,107.71,3.0256,4,8
BeAlicia,Cariño,44,0.532,0.33,-17,1,0.0446,0.952,0.919,0.108,0.343,123.293,3.117366667e-05,4,7
Jacob Banks,Devil That I Know,58,0.509,0.067,-15,1,0.0636,0.976,3.04e-05,0.113,0.0773,83.414,1.70803,5,6
Unknown Mortal Orchestra,American Guilt,41,0.5,0.918,-4,1,0.32,0.166,0.00669,0.323,0.36,99.455,2.73137,4,1
Kat Von D,Exorcism,42,0.5,0.943,-5,0,0.0338,0.00247,0.452,0.191,0.36,145.004,2.19056,4,10
Editors,Magazine,44,0.52,0.795,-7,0,0.0408,0.000396,2.93e-05,0.0941,0.371,127.885,2.3585,4,10
Kings of Convenience,Rocky Trail,65,0.549,0.418,-14,1,0.0423,0.788,0.123,0.112,0.692,171.98,2.10377,4,6
The West Coast Pop Art Experimental Band,Shifting Sands,50,0.5,0.585,-10,1,0.0343,0.128,0.0233,0.112,0.655,180.495,2.346,3,10
Abbath,Harvest Pyre,36,0.5,0.962,-5,1,0.0605,3.7e-06,0.887,0.34,0.255,173.094,2.52067,4,8
Highly Suspect,Little One,47,0.5,0.363,-8,1,0.0295,0.0126,7.77e-06,0.109,0.11,139.889,2.41667,3,10
Flyying Colours,Long Holiday,20,0.5,0.867,-6,1,0.0322,2.49e-06,0.919,0.451,0.211,125.436,1.86253,4,6
Devilskin,Corrode,35,0.63,0.845,-5,1,0.0589,0.000103,0.000138,0.513,0.73,129.965,2.54691,4,8
Tony Levin,Apollo,24,0.5,0.621,-10,1,0.0302,0.0238,0.376,0.106,0.165,167.598,4.09907,3,10
Foreigner,Waiting for a Girl like You,71,0.5,0.469,-10,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,2.92067,4,10
Havok,Phantom Force,34,0.5,0.984,-6,1,0.122,1.58e-05,0.49,0.255,0.158,113.723,1.79796,4,8
The Lemonheads,Into Your Arms,56,0.504,0.782,-10,1,0.0301,0.0661,1.31e-06,0.115,0.619,123.883,1.64706,4,10
Leprous,From the Flame,49,0.538,0.743,-6,0,0.0515,0.0343,0.00187,0.103,0.316,127.809,2.31347,4,8
Willie J Healey,Why You Gotta Do It,38,0.64,0.845,-6,0,0.0428,0.555,0.000185,0.105,0.32,112.136,2.18813,4,6
Celtic Frost,A Dying God Coming into Human Flesh,46,0.5,0.329,-6,0,0.0362,0.0125,0.918,0.0604,0.0793,102.001,3.39187,3,8
Big Spring,Keep The Lights On Me,38,0.5,0.886,-7,1,0.0647,0.00158,5.44e-06,0.0424,0.382,81.37,2.27262,4,1
CLOVES,Nightmare,2,0.5,0.734,-7,0,0.0357,0.0755,0.0344,0.349,0.299,141.894,2.00613,4,9
Architects,Little Wonder,62,0.533,0.967,-4,0,0.102,0.000232,4.59e-05,0.109,0.477,130.052,2.27813,4,10
Diamond Head,Am I Evil,43,0.5,0.973,-5,1,0.148,2.57e-05,0.82,0.121,0.369,148.095,5.05147,4,8
Shannon Lay,August,43,0.5,0.456,-10,0,0.0337,0.637,2.05e-06,0.116,0.338,118.779,1.68,4,1
Fruition,Fire,43,0.5,0.813,-6,0,0.0399,0.12,0.000109,0.382,0.684,134.922,2.16085,4,10
Migrant Motel,Bad Machine,28,0.666,0.757,-8,0,0.132,0.0237,0.00188,0.336,0.554,90.007,2.08667,4,9
Vitamin String Quartet,New World,44,0.5,0.211,-13,0,0.0369,0.792,0.174,0.169,0.141,82.68,2.254,4,1
Kings of Leon,Echoing,58,0.5,0.778,-6,1,0.034,0.0147,0.227,0.102,0.24,147.882,2.17347,4,1
Intelligency,Leta,46,0.659,0.518,-12,1,0.0263,0.033,0.193,0.318,0.135,123.005,2.38049,4,6
PWNT,Shortcuts,34,0.736,0.475,-11,1,0.0255,0.00292,0.749,0.129,0.742,101,1.54053,4,6
Moose Blood,Cherry,54,0.5,0.247,-13,1,0.0336,0.896,0.00162,0.082,0.241,181.763,1.59711,4,10
Tomer Yeshayahu,Good Morning,37,0.636,0.568,-9,1,0.0401,0.655,5.18e-05,0.346,0.884,118.444,2.47595,4,10
The Brian Jonestown Massacre,Bout des doigts,44,0.508,0.902,-7,0,0.03,0.00131,0.796,0.111,0.557,103.71,4.26332,4,6
Cathedral,Gong,21,0.5,0.501,-11,0,0.0337,0.0984,0.419,0.138,0.349,90.574,4.22213,5,10
Jeremy Pelt,Little Girl Blue,48,0.5,0.0805,-19,1,0.0355,0.963,0.947,0.0898,0.158,80.346,7.295333333e-05,3,7
The Specials,Ghost Town,61,0.665,0.766,-10,0,0.0505,0.0492,0.338,0.113,0.905,73.683,2.19307,4,6
Fleetwood Mac,The Chain,7,0.546,0.529,-14,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,4.51666667e-05,4,10
Suede,Trash,52,0.5,0.99,-5,1,0.1,0.0033,1.03e-06,0.345,0.174,124.6,2.45947,4,6
Spurv,Et blekt lys lyder,33,0.5,0.641,-10,0,0.0335,0.114,0.868,0.139,0.226,137.985,3.28613,4,8
Divine Chaos,The Way to Oblivion,13,0.548,0.982,-5,1,0.0879,0.000224,0.00245,0.218,0.229,93.48,2.4988,4,8
Halestorm,I Am the Fire,56,0.5,0.955,-3,0,0.266,0.0535,0.000997,0.0958,0.199,171.888,2.17173,4,10
Seth,La Morsure du Christ,24,0.5,0.977,-6,0,0.107,1.12e-05,0.01,0.0766,0.092,144.857,3.5216,4,8
Franz Ferdinand,Do You Want To,62,0.5,0.944,-3,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,2.15,4,10
Modest Mouse,Dashboard,64,0.639,0.903,-6,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,2.46173,4,6
Nirvana,Negative Creep,57,0.5,0.947,-8,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,1.75745,4,10
Blind Seagull,Connections,35,0.5,0.578,-5,1,0.0421,3.56e-06,0.916,0.225,0.0978,174.897,1.61045,4,6
Angelo De Augustine,Santa Barbara,56,0.597,0.157,-18,0,0.0451,0.962,0.0259,0.107,0.498,81.009,1.94027,4,6
Wizard,I Bring Light Into the Dark,30,0.5,0.884,-12,0,0.0909,0.000653,1.14e-05,0.317,0.149,135.073,2.97165,4,8
Nick Moss Band,Lucky Guy,32,0.5,0.945,-3,1,0.0356,0.245,8.78e-05,0.373,0.957,131.645,2.72933,4,2
Dawda Jobarteh,I Met Her By The River,35,0.68,0.319,-13,0,0.0489,0.987,0.929,0.0878,0.473,135.04,4.437116667e-05,3,7
Laaz Rockit,Fire in the Hole,33,0.5,0.923,-7,0,0.0867,2.93e-06,0.848,0.431,0.163,151.523,2.3072,4,8
Now is the Time,Jade Bird,53,0.532,0.844,-7,1,0.0398,0.00757,6.19e-06,0.173,0.661,109.966,3.59155e-05,4,0
White Rabbits,Percussion Gun,41,0.529,0.88,-7,0,0.0473,0.152,0.000845,0.603,0.603,103.231,1.88307,4,6
Rendez Vous,Sentimental Animal,39,0.5,0.769,-6,1,0.0393,3.93e-05,0.572,0.32,0.607,155.957,2.75391,4,1
Periphery,Garden in the Bones,41,0.517,0.971,-6,1,0.0778,0.0057,3.75e-05,0.325,0.363,135.004,3.56507,4,8
American Authors,Brick By Brick,50,0.542,0.869,-5,0,0.086,0.00182,1.01e-05,0.488,0.61,81.966,2.05248,4,10
Smoothboi Ezra,My Own Person,48,0.6,0.548,-7,1,0.0328,0.784,3.02e-05,0.116,0.263,89.98,2.64873,4,9
Freddie King,Hideaway,36,0.658,0.71,-12,1,0.065,0.118,0.862,0.0582,0.899,122.666,1.52267,4,2
The Palms,Levitate,54,0.606,0.781,-6,1,0.0703,0.142,0.00803,0.0734,0.632,170.007,2.30738,4,1
KONGOS,Take It From Me,53,0.555,0.74,-8,0,0.175,0.0555,7.08e-06,0.306,0.761,172.915,1.90771,4,10
Sister,Psycho Thrilling,36,0.593,0.979,-5,0,0.102,2.43e-05,0.028,0.0887,0.387,135.03,2.22227,4,10
Andromida,Celestial,41,0.526,0.989,-5,0,0.119,8.35e-05,0.0565,0.139,0.12,149.998,2.576,4,8
The Foxies,Screws,38,0.576,0.829,-5,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,1.65323,4,6
Celeb Car Crash,Howl,26,0.5,0.941,-5,1,0.0714,0.000813,0.000223,0.114,0.183,82.994,2.77187,4,10
Kadialy Kouyate,Taling Dima,24,0.629,0.284,-12,0,0.0473,0.913,0.874,0.106,0.306,120.271,3.896466667e-05,4,7
Frazey Ford,The Kids Are Having None Of It,25,0.789,0.377,-10,0,0.043,0.326,0.00671,0.165,0.698,138.004,2.87973,4,2
Destroy Boys,Fences,55,0.5,0.991,-2,0,0.0932,0.00081,4.84e-06,0.298,0.258,122.147,2.3804,4,1
Kavita Krishnamurthy,Saanson Ki Mala,31,0.517,0.643,-11,0,0.0627,0.395,0.00239,0.141,0.782,143.786,6.79155e-05,3,3
Cut Glass Kings,Shadow of Your Love,40,0.502,0.883,-6,1,0.0284,0.000136,0.315,0.154,0.129,129.993,1.55883,4,10
Everyone You Know,Just for the Times,53,0.616,0.824,-4,0,0.128,0.00658,0.0257,0.3,0.206,125.024,2.05208,4,6
Takatak,Fault Lines,26,0.5,0.953,-6,1,0.104,0.000203,0.00299,0.503,0.249,140.001,3.52813,4,8
The Fall of Troy,Knife Fight at the Mormon Church,32,0.5,0.97,-8,0,0.0609,4.07e-06,0.165,0.28,0.572,101.99,2.54678,4,6
Parquet Courts,Black And White,37,0.5,0.975,-5,1,0.0926,0.00562,0.826,0.345,0.668,174.206,1.82987,4,10
Allman Brothers Band,Back Where It All Begins,43,0.5,0.891,-7,1,0.0631,0.038,0.176,0.345,0.639,103.243,5.5048,4,10
Astrale,The Way I See,28,0.767,0.51,-6,1,0.152,0.0762,0.000385,0.153,0.525,120.022,1.81084,4,9
The Beverly Chills,Girlfriend,23,0.5,0.886,-5,1,0.0719,2.58e-05,0.654,0.056,0.429,144.99,1.5782,4,10
James Blake,Before,54,0.699,0.464,-9,0,0.0744,0.39,0.171,0.315,0.283,110.986,2.87871,4,6
The Living Tombstone,Discord,76,0.676,0.835,-5,0,0.044,0.00682,3.04e-05,0.081,0.8,104.987,1.93776,4,9
iRO,Change Your Mind,36,0.531,0.772,-5,1,0.0446,0.0541,0.00693,0.0827,0.842,175.022,1.80273,4,9
Lucero,Outrun the Moon,37,0.566,0.659,-7,0,0.0329,0.00232,0.0637,0.0923,0.319,122.005,2.98847,4,10
The Uptown Players,In a Sentimental Mood,44,0.546,0.095,-22,0,0.0356,0.831,0.711,0.119,0.195,116.071,4.573383333e-05,4,7
Refused,Refused Are Fucking Dead,33,0.5,0.946,-8,1,0.125,0.000277,0.376,0.374,0.46,107.309,3.1032,4,10
AURORA,Runaway,77,0.521,0.277,-11,1,0.0356,0.634,7.07e-05,0.103,0.13,115.01,4.147116667e-05,4,9
my bloody valentine,Lose My Breath,44,0.5,0.651,-12,1,0.0266,0.000512,0.841,0.0954,0.402,92.124,2.18,4,10
Papa Roach,Help,67,0.5,0.9,-6,1,0.134,0.00085,1.94e-06,0.271,0.286,183.96,2.14797,4,10
Dolly Parton,I Will Always Love You,60,0.5,0.142,-14,1,0.0335,0.96,0.00114,0.101,0.156,135.724,2.934883333e-05,4,4
Novelists FR,Terrorist,54,0.5,0.917,-5,1,0.105,8.13e-05,0.00957,0.191,0.347,147.873,2.26652,4,8
THE ANXIETY,Meet Me At Our Spot,71,0.773,0.47,-8,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,1.6268,4,6
Lou Reed,Perfect Day,69,0.5,0.267,-13,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,2.25,3,6
Alex Yarmak,Again,39,0.5,0.936,-7,1,0.0579,2.28e-06,0.729,0.104,0.679,90.023,1.06667,4,8
Jimmy Dawkins,Little Angel Child,49,0.5,0.638,-8,1,0.0461,0.125,0.0285,0.199,0.746,122.621,2.39267,4,2
Keane,Fly To Me,43,0.5,0.497,-8,1,0.0325,0.0097,0.00021,0.126,0.0698,119.867,3.32973,4,10
Johnny Cash,Hurt,75,0.534,0.392,-8,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,2.16533,4,10
Witchcraft,Deconstruction,48,0.5,0.872,-6,0,0.0405,0.000119,0.0232,0.32,0.533,80.384,3.09987,4,10
RF Shannon,Ballad Of A Thin Place,49,0.615,0.518,-14,0,0.0274,0.604,0.00753,0.117,0.903,152.996,2.56212,4,1
Battering Ram,Pieces,29,0.553,0.941,-6,1,0.073,0.000226,0.000465,0.127,0.5,108.735,2.22155,3,8
Fatima Al Qadiri,Malaak,30,0.5,0.101,-21,0,0.0405,0.784,0.914,0.101,0.0395,109.185,1.9848,3,6
The Black Dahlia Murder,Verminous,44,0.503,0.943,-8,1,0.156,2.77e-05,0.86,0.806,0.199,115.02,2.29808,4,8
Canary In A Coalmine,Benjamin Francis Leftwich,44,0.745,0.61,-7,1,0.028,0.446,4.64e-05,0.0924,0.781,117.008,3.03e-05,4,0
Theo Alexander,Accidental Enlightenment,27,0.5,0.207,-14,0,0.0627,0.989,0.00108,0.193,0.367,111.391,2.38881,3,6
Watertank,The Ejector Side,10,0.521,0.892,-5,0,0.0569,0.00749,0.706,0.0591,0.577,145.022,1.73379,4,10
Hinds,Riding Solo,37,0.5,0.91,-6,1,0.0482,0.000125,0.204,0.196,0.537,175.978,2.16987,4,6
dad sports,MANY FACES,42,0.528,0.909,-7,1,0.0438,3e-05,0.0346,0.376,0.823,147.988,1.5396,4,6
Bauhaus,Dark Entries,54,0.5,0.851,-12,1,0.0492,0.00017,0.641,0.344,0.512,171.036,2.3156,4,10
If I Die First,My Nightmares Would Do Numbers As Horror Movies,42,0.5,0.99,-5,1,0.209,0.000524,1.16e-05,0.0965,0.055,105.929,1.94151,4,8
Mahendra Kapoor,Aaj Ki Raat,4,0.5,0.205,-15,1,0.038,0.973,0.472,0.227,0.477,84.659,3.126666667e-05,3,3
John Moreland,Sallisaw Blue,44,0.5,0.866,-8,1,0.069,0.113,9.85e-06,0.112,0.835,150.768,2.37373,4,2
The Oak Ridge Boys,American Made,51,0.696,0.527,-15,1,0.0329,0.108,0.000897,0.0377,0.974,128.962,2.66445e-05,4,4
Valence,La vie attend pas,13,0.69,0.594,-7,1,0.0299,0.0736,0.000918,0.0848,0.542,116.995,2.53556,4,6
The New Mastersounds,4 Walls,36,0.73,0.711,-10,0,0.0375,0.579,0.0253,0.357,0.896,127.993,2.02123,4,9
Helices,Una Historia para Acabar Con Todas las Historias,22,0.5,0.708,-9,1,0.0403,3e-05,0.828,0.234,0.201,145.007,3.8136,3,10
Frightened Rabbit,Get Out,43,0.5,0.859,-6,1,0.0531,0.0334,0.0774,0.139,0.569,178.021,2.01147,4,10
Butcher Babies,Yorktown,48,0.579,0.89,-6,1,0.0572,7.17e-05,0.267,0.144,0.469,128.017,2.4645,4,8
WhoMadeWho,Mermaids,48,0.726,0.493,-11,0,0.041,0.139,0.407,0.0935,0.396,121.004,2.32066,4,6
Faraway Friends,Spring,36,0.697,0.567,-8,1,0.0686,0.336,0.000176,0.193,0.168,94.991,1.9448,4,6
Hedonihil,Redeemer,14,0.5,0.983,-8,1,0.046,7.46e-06,0.0975,0.282,0.578,135.01,2.40352,4,8
Rannar Sillard,From Here We Can See,40,0.5,0.114,-23,1,0.0371,0.747,0.855,0.111,0.0338,112.81,2.964e-05,4,7
Local H,Bound For The Floor,61,0.654,0.53,-8,1,0.0556,0.000113,0.0197,0.0534,0.584,119.284,2.2296,4,10
Temples,Holy Horses,26,0.508,0.776,-6,1,0.0336,0.00114,0.00935,0.293,0.549,101.952,1.85427,4,6
Sarah Jarosz,Build Me Up From Bones,52,0.53,0.283,-12,1,0.0367,0.876,0.000141,0.106,0.282,114.982,3.60288333e-05,4,0
Night Tempo,Baby,33,0.949,0.696,-12,1,0.226,0.00154,0.0659,0.0878,0.558,127.995,2.4,4,6
Doctor Ross,Come Back Baby,35,0.65,0.424,-12,1,0.0646,0.87,0.0443,0.0869,0.865,91.977,1.7044,4,2
HUNNY,Xbox Luvr,52,0.693,0.824,-9,0,0.0415,0.00726,0.0662,0.0826,0.822,108.018,1.76708,4,9
binki,Wiggle,55,0.753,0.461,-9,0,0.0585,0.496,0.000372,0.116,0.897,103.919,1.79908,4,9
Ameer Vann,IDFIATOK,50,0.811,0.756,-9,1,0.214,0.0321,0.0038,0.118,0.65,124.998,1.17366,4,5
Wombo,Dreamsickle,31,0.5,0.832,-8,1,0.0351,0.00591,0.821,0.11,0.796,163.048,1.47005,4,10
Ozzy Osbourne,Crazy Train,78,0.5,0.913,-5,1,0.107,0.408,0.000271,0.248,0.521,137.688,2.93183,4,8
Bombay Bandook,Sagariya,18,0.5,0.816,-4,0,0.0465,0.0416,1.77e-06,0.0894,0.0671,132.803,6.875733333e-05,4,0
Stone Temple Pilots,Three Wishes,48,0.528,0.518,-8,1,0.0281,0.425,0.315,0.125,0.395,139.98,2.91947,3,10
Hannah Grey,Still Waters,41,0.5,0.127,-21,1,0.0355,0.943,0.907,0.152,0.0984,77.345,2.270833333e-05,4,7
Jon Batiste,FREEDOM,53,0.873,0.651,-5,1,0.0374,0.0251,0.000107,0.213,0.828,115.002,1.7829,4,9
RRUCCULLA,Icy blue,10,0.5,0.49,-12,1,0.0354,0.000239,0.932,0.219,0.0394,115.343,2.02817,3,6
Rostam,From The Back of a Cab,54,0.686,0.873,-6,1,0.0916,0.356,0.000226,0.0936,0.711,65.998,1.6732,4,9
Slow Pulp,Idaho,53,0.543,0.608,-7,1,0.0311,0.119,0.00094,0.338,0.368,141.023,2.45843,4,6
Fatima Al Qadiri,Medieval Femme,32,0.5,0.301,-18,1,0.0306,0.87,0.763,0.124,0.0795,89.882,2.00773,4,6
Cedric Burnside,Get Your Groove On,24,0.736,0.721,-10,0,0.0419,0.0773,0.00616,0.201,0.774,115.943,1.43013,4,2
Emanuel,Worldwide,56,0.5,0.439,-4,0,0.0353,0.273,0.00154,0.0595,0.32,144.045,2.44783,4,1
Zoro,African Girl Bad,46,0.582,0.67,-7,0,0.26,0.0752,1.08e-06,0.064,0.536,96.542,2.00816,4,9
Sturgill Simpson,Paradise,59,0.5,0.3,-10,1,0.0423,0.777,3.56e-05,0.0889,0.557,185.132,1.98787,3,1
AlienBlaze,Romantically Dead,47,0.5,0.483,-7,1,0.113,0.00233,0.125,0.139,0.296,191.904,2.13818,3,10
Robert Palmer,Addicted To Love,68,0.702,0.578,-14,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,3.6364,4,10
Logan Ledger,Starlight,46,0.599,0.729,-7,1,0.0254,0.181,0.00381,0.135,0.638,133.402,3.214,4,1
Travis Scott,HIGHEST IN THE ROOM,86,0.598,0.427,-9,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,1.75721,4,5
John Prine,Clay Pigeons,57,0.585,0.233,-16,1,0.028,0.892,0.000611,0.114,0.481,140.666,4.45221667e-05,4,0
Nachtblut,Leierkinder,36,0.5,0.94,-5,0,0.0591,0.000227,0.00107,0.318,0.538,164.995,2.40044,4,8
Bathory,Call from the Grave,42,0.5,0.815,-9,1,0.053,0.000111,0.922,0.161,0.0415,128.962,2.94267,4,8
Steve Lacy,Dark Red,73,0.603,0.783,-5,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,1.73104,4,6
Sofia Kourtesis,Juntos,47,0.783,0.706,-12,0,0.0703,0.00214,0.0037,0.109,0.124,121.982,2.83266,4,6
Marilyn Manson,The Dope Show,60,0.562,0.671,-8,0,0.0379,8.73e-06,0.000491,0.792,0.376,134.962,2.26733,4,8
Garbage,Queer,44,0.553,0.621,-8,0,0.0274,0.00591,0.00247,0.347,0.425,95.055,2.76493,4,10
Radkey,Seize,36,0.5,0.954,-4,0,0.108,0.000211,0.282,0.305,0.489,173.142,1.59516,4,10
AM,powers,51,0.839,0.523,-13,1,0.215,0.269,1.74e-05,0.165,0.515,141.94,1.75775,4,5
COBRAH,WET,46,0.947,0.671,-9,0,0.243,0.0404,0.000966,0.0639,0.532,126.045,1.69867,4,6
All Traps On Earth,All Traps on Earth,23,0.5,0.466,-14,0,0.0403,0.227,0.852,0.12,0.047,145.073,10.95394,3,10
Leonard Cohen,Suzanne,63,0.5,0.172,-17,0,0.0389,0.922,0.00112,0.111,0.352,132.151,3.82155e-05,4,0
Tom Morello,Suburban Guerrilla,34,0.682,0.764,-6,1,0.0838,0.00265,0.501,0.265,0.55,156.009,1.86132,4,8
Sonic Youth,Sugar Kane,54,0.5,0.913,-6,1,0.0471,6.46e-05,0.708,0.0756,0.357,134.965,3.57693,4,6
Avicii,Wake Me Up,85,0.532,0.783,-6,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,2.47427,4,9
Do Nothing,Uber Alles,34,0.675,0.776,-8,1,0.0415,0.23,0.00929,0.16,0.169,126.94,2.3456,4,6
Amanar,Alghafiat,38,0.707,0.611,-8,0,0.032,0.473,4.43e-06,0.0729,0.884,134.933,3.97707,4,2
Neon Graves,Piece of Me,25,0.506,0.966,-7,1,0.0876,0.000296,0.00701,0.348,0.232,119.978,2.035,4,8
Caroline Spence,The Middle,46,0.653,0.5,-10,1,0.0257,0.104,9.12e-06,0.0892,0.347,131.045,3.72626667e-05,4,0
Eastmountainsouth,So Are You To Me,40,0.5,0.0783,-15,1,0.0325,0.956,9.88e-05,0.12,0.231,140.485,1.96266667e-05,5,0
Colony House,O YA,47,0.502,0.96,-5,1,0.143,0.288,0.000254,0.676,0.438,76.04,2.6,4,10
Isaac Valero,Afrodite,41,0.701,0.0565,-20,0,0.106,0.948,0.335,0.108,0.319,123.79,1.766666667e-05,4,7
Fastball,The Way,64,0.646,0.882,-6,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,2.57093,4,9
Failure,Another Space Song,51,0.511,0.701,-8,1,0.0252,0.000253,0.563,0.0631,0.189,84.318,3.10333,4,10
Bartholomew Kind,Memento,30,0.539,0.893,-7,0,0.0647,0.0609,0.0535,0.114,0.244,170.009,2.36727,4,1
Pavement,Cut Your Hair,58,0.5,0.735,-10,0,0.0305,0.00596,0.00124,0.166,0.643,110.809,1.86733,4,6
Bromeliad,Frankenthaler,44,0.527,0.0896,-19,1,0.0332,0.992,0.826,0.107,0.0509,152.111,1.752433333e-05,3,7
Soulfly,Back to the Primitive,48,0.601,0.89,-5,1,0.0965,0.000156,0.608,0.123,0.688,112.085,2.6196,4,8
Barns Courtney,Little Boy,47,0.654,0.621,-9,1,0.0328,0.384,4.06e-06,0.119,0.41,113.955,2.33448,4,10
Echo Collective,Respire,18,0.5,0.0359,-22,0,0.0632,0.877,0.902,0.125,0.0223,70.922,6.54123,4,6
Mugshot,Good People,40,0.5,0.959,-4,0,0.111,2.54e-05,0.000624,0.167,0.251,139.928,1.71739,4,8
The Anniversary,The D In Detroit,34,0.5,0.891,-7,0,0.0485,0.000144,0.000165,0.091,0.348,191.717,2.5664,4,10
Soundgarden,Been Away Too Long,45,0.5,0.971,-4,1,0.102,5.49e-05,0.0124,0.367,0.641,152.868,2.16213,4,10
Rich Robinson,Time To Leave,24,0.5,0.523,-8,1,0.0314,0.0792,0.16,0.12,0.183,87.121,2.98427,3,2
Dissection,Black Dragon,41,0.5,0.909,-5,0,0.038,1.56e-05,0.12,0.385,0.576,102.878,2.88173,4,8
Doble Pletina,Algo de Lo Que Me Pueda Quejar,33,0.709,0.727,-10,1,0.0287,0.356,0.00307,0.133,0.936,122.973,2.57591,4,6
Oasis,Talk Tonight,53,0.5,0.428,-9,0,0.0246,0.52,7.8e-06,0.365,0.317,84.505,2.63747,4,10
Lightning Bug,The Right Thing Is Hard To Do,33,0.5,0.44,-10,1,0.0299,0.0663,0.0565,0.126,0.271,140.482,2.26825,4,1
Friendship Commanders,Stonechild,24,0.5,0.667,-6,1,0.0692,1.12e-05,0.0306,0.111,0.306,117.921,2.49592,4,6
Avril Lavigne,Tomorrow,55,0.632,0.793,-8,0,0.0274,0.00853,0.00089,0.157,0.609,136.012,2.2884,4,10
Victoria,Perennial,36,0.5,0.9,-6,1,0.0551,8.81e-05,0.885,0.0834,0.623,91.062,2.93027,3,8
Yvette,Outside,65,0.841,0.667,-6,1,0.222,0.044,1.47e-05,0.169,0.256,94.993,1.22568,4,5
Sonny Rollins,Sonnymoon For Two,34,0.61,0.414,-10,0,0.0518,0.674,0.00862,0.141,0.509,121.968,5.46,4,2
All Them Witches,Enemy of My Enemy,45,0.5,0.97,-6,0,0.0965,0.00121,0.854,0.317,0.311,178.956,2.09644,4,8
Pattie,I Only Want to Be with You,35,0.5,0.563,-7,0,0.0339,0.214,0.000418,0.364,0.431,172.241,2.21996,4,6
The 1975,Girls,61,0.657,0.913,-5,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,2.5462,4,10
Ben Howard,Only Love,10,0.545,0.485,-10,1,0.151,0.3,0.00137,0.119,0.341,80.401,4.15288333e-05,4,0
Santana,Evil Ways,61,0.704,0.528,-14,1,0.0358,0.22,0.35,0.14,0.73,117.472,2.38267,4,10
Ulver,Russian Doll,40,0.569,0.499,-14,0,0.0506,0.166,0.0455,0.0738,0.496,169.963,2.35,4,8
Black Stone Cherry,Built For Comfort,43,0.5,0.88,-4,1,0.0963,0.000455,0.135,0.33,0.49,162.838,2.6428,4,10
Clubhouse,Heartbroke,51,0.803,0.576,-8,0,0.0518,0.109,1.95e-05,0.122,0.634,99.989,1.83901,4,6
Billie Eilish,everything i wanted,85,0.704,0.225,-15,0,0.0994,0.902,0.657,0.106,0.243,120.006,2.45426,4,9
Sammi Smith,Help Me Make It Through The Night,51,0.559,0.35,-13,1,0.0245,0.605,0.000443,0.102,0.413,78.035,2.592216667e-05,4,4
Filthy Gears,Ted Bundy,11,0.749,0.723,-5,1,0.0612,0.00614,0.0012,0.191,0.416,139.933,1.93714,4,5
Orions Belte,Dearest,28,0.504,0.604,-10,1,0.0479,0.365,0.546,0.112,0.409,81.087,1.99947,4,6
Dravier,A Glass Steam Bath,16,0.5,0.377,-15,1,0.0503,0.961,0.869,0.067,0.645,118.223,3.53419,5,6
Ida Mae,Boom Boom Boom,30,0.5,0.787,-6,1,0.157,0.684,0.137,0.175,0.515,174.626,1.90893,4,2
Brain Police,Rooster Booster,34,0.5,0.832,-6,1,0.0369,2.9e-05,0.00956,0.411,0.416,153.284,2.662,4,8
Tame Impala,Half Full Glass Of Wine,54,0.679,0.768,-8,1,0.0787,0.254,0.0401,0.0916,0.685,126.117,2.66627,4,8
Lonesome Sundown,My Home Is A Prison,16,0.5,0.531,-12,1,0.0424,0.394,1.53e-05,0.266,0.503,66.936,1.91467,4,2
Samael,On Earth,42,0.5,0.984,-5,0,0.0802,7.71e-05,0.000474,0.318,0.364,85.87,2.404,4,8
Interpol,All The Rage Back Home,51,0.5,0.91,-6,1,0.0571,4.12e-05,0.571,0.277,0.367,84.499,2.62427,4,6
Square One,Caamp,60,0.685,0.25,-16,1,0.0416,0.911,0.000306,0.108,0.317,103.387,3.11325e-05,4,0
Sebastian Mullaert,Undressing the Sky,20,0.5,0.446,-17,1,0.091,0.347,0.849,0.115,0.15,127.081,4.11732,4,6
