Danceability,Artist Name,Track Name,Popularity,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,Liveness,valence,tempo,duration_in min/ms,time_signature,Genre
0.56,spookyghostboy,flashlight,420000,0.49299999999999999,-6,22/12/1899,major,-0.0297,-6.74,0.306,69,-0.0423,158.056,185560,4,Indie Music
0.639,Fleetwood Mac,Big Love,520000,0.75700000000000001,10,19/12/1899,minor,-0.0496,-0.0559,0.0509,63.4,-0.0643,125.209,3.64733333,4,Rock Music
0.568,Wire,Outdoor Miner - 2006 Remastered Version,460000,0.63600000000000001,4,23/12/1899,major,-0.0297,-4.31,3.02e-06,99.2,-0.071,124.37,104507,4,Alt Music
0.604,Digitalism,Idealistic,400000,0.80800000000000005,,25/12/1899,minor,-0.0438,-0.126,0.0813,98.4,-0.0369,128.958,250693,4,Indie Music
0.64,Static-X,Bring You Down (Project Regeneration),490000,0.94699999999999995,10,24/12/1899,minor,-0.0951,-0.00699,0.327,87.5,-0.0204,126.989,215280,4,Metal Music
-5,Sylvester Weaver,Guitar Rag,360000,0.122,2,09/12/1899,major,-0.0366,-9.54,0.902,63.2,-0.0411,111.256,178333,4,Blues
-5,Sarit Hadad,◊ñ◊î ◊©◊©◊ï◊û◊® ◊¢◊ú◊ô◊ô,200000,0.625,1,25/12/1899,major,-0.0317,-4.71,,63.8,-0.0186,171.758,218093,4,Pop Music
-5,The White Stripes,Blue Orchid,650000,0.64500000000000002,10,23/12/1899,minor,-0.318,-0.863,6.2e-06,83.2,-0.0612,151.307,157560,4,Rock Music
0.893,MO3,Mob (feat. Foogiano),420000,0.60599999999999998,11,27/12/1899,minor,-0.379,-0.374,,58.86,-0.056,145.142,145657,4,Hip Hop Music
0.529,Jackson Dean,Don‚Äôt Come Lookin‚Äô,,0.85799999999999998,9,25/12/1899,major,-0.0536,-0.115,2.91e-05,84.5,-0.0676,156.129,187957,4,Rock Music
0.747,Cisco Adler,Sunday Vibe,580000,0.66200000000000003,7,24/12/1899,major,-0.198,-5.83,,63.6,-0.0532,155.78,186760,4,Rock Music
-5,Barns Courtney,"""99"" - Acoustic",390000,0.52800000000000002,2,25/12/1899,major,-0.0315,-6.24,,77.3,-0.0223,90.079,208697,4,Rock Music
-5,Live,Lakini's Juice,520000,0.68000000000000005,1,24/12/1899,major,-0.0441,-0.000407,0.0908,58.51,-0.0367,91.424,299267,4,Rock Music
-5,Nathan Goshen,◊©◊†◊ô ◊ô◊ú◊ì◊ô◊ù ◊ë◊¢◊ï◊ú◊ù,530000,0.35399999999999998,2,22/12/1899,minor,-0.0355,-5.2,1.25e-05,61.6,-0.0479,119.706,186264,4,Pop Music
0.576,Duffy Power,I Don't Care,280000,0.56999999999999995,7,24/12/1899,major,-0.0671,-6.65,0.000663,59.5,-0.092,117.843,162360,3,Blues
0.807,Tom Odell,money,590000,0.78800000000000003,9,25/12/1899,minor,-0.109,-2.73,0.00104,72.5,-0.0602,83.016,176250,4,Indie Music
0.559,Dudu Aharon,◊î◊©◊ô◊® ◊©◊ú◊ö,180000,0.52900000000000003,11,26/12/1899,minor,-0.0356,-4.55,,64,-0.0231,96.522,243947,4,Pop Music
0.527,alt-J,Every Other Freckle,550000,0.70399999999999996,9,24/12/1899,major,-0.0821,-6.26,0.0402,61.7,-0.0516,143.884,216004,4,Alt Music
0.52,Warpaint,Lilys - HBO ‚ÄòMade For Love‚Äô Cut,540000,0.77000000000000002,1,23/12/1899,minor,-0.0305,-0.12,0.704,60.2,-0.0459,88.501,219937,4,Indie Music
-5,Exhorder,Hallowed Sound,280000,0.98499999999999999,7,27/12/1899,major,-0.0859,-0.00016,0.00174,74.9,-0.0342,97.012,307653,4,Metal Music
0.77,FishXGrits,The Sequel,260000,0.50600000000000001,10,23/12/1899,minor,-0.12,-3,4.78e-06,62.5,-0.0507,124.042,124011,4,Hip Hop Music
0.591,Country Joe & The Fish,Flying High,360000,0.41599999999999998,7,16/12/1899,major,-0.0459,-4.3,,114.8,-0.0803,126.881,161000,4,Blues
0.714,Denny Freeman,Gotta Serve Somebody,330000,0.66200000000000003,4,24/12/1899,minor,-0.0254,-0.682,0.929,83.1,-0.0769,103.133,288613,4,Blues
0.523,Sam Cooke,Bring It On Home to Me,680000,0.40200000000000002,,23/12/1899,major,-0.0305,-7.78,,93.2,-0.0675,70.863,162533,4,Rock Music
0.688,Doja Cat,Freak,750000,0.71599999999999997,7,26/12/1899,major,-0.0385,-0.969,,59.89,-0.0373,116.912,4.741333333,3,Pop Music
-5,Lamb of God,Laid to Rest,650000,0.95599999999999996,10,28/12/1899,minor,-0.108,-0.00293,0.00447,94.9,-0.0159,104.016,230127,3,Rock Music
-5,John Ozbay,A Paragon,420000,0.079100000000000004,8,08/12/1899,major,-0.0315,-9.67,0.904,64.3,-0.0036,79.932,371625,4,Alt Music
0.509,Queens of the Stone Age,No One Knows,720000,0.58399999999999996,,27/12/1899,major,-0.057,-0.368,9.96e-05,88.4,-0.0685,170.411,278747,4,Rock Music
-5,Bones Owens,Keep It Close,490000,0.81699999999999995,11,26/12/1899,major,-0.038,-0.144,3.49e-06,60.3,-0.0459,79.974,220791,4,Rock Music
0.502,David Bowie,Cat People (Putting Out Fire) - 2018 Remaster,500000,0.86699999999999999,10,26/12/1899,major,-0.0501,-0.63,0.000395,59.18,-0.0752,128.295,309960,4,Rock Music
-5,P.O.D.,Southtown,,0.875,-6,25/12/1899,major,-0.095,-0.0267,0.456,70,-0.0258,158.705,248693,4,Metal Music
0.7,Twenty One Pilots,Choker,790000,0.66400000000000003,7,23/12/1899,major,-0.0394,-3.06,1.89e-05,74.9,-0.0585,142.009,223066,4,Rock Music
-5,Sigur R√≥s,Flugufrelsarinn,400000,0.59999999999999998,11,24/12/1899,minor,-0.0348,-0.291,0.512,69.5,-0.00792,124.77,467933,4,Rock Music
-5,Captain Beefheart & His Magic Band,Zig Zag Wanderer,460000,0.84299999999999997,9,24/12/1899,major,-0.0747,-0.58,0.0334,61.5,-0.0885,143.758,158800,4,Alt Music
0.594,"Ali Farka Touré, Toumani Diabaté",Warbé,380000,0.221,4,12/12/1899,major,-0.0478,-9.37,0.914,85.3,-0.0372,148.34,4.854883333,4,Instrumental Music
0.51,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",570000,0.38900000000000001,2,17/12/1899,minor,-0.0384,-2.86,0.000398,114.4,-0.0621,94.04,260440,4,Rock Music
0.518,Yung Heazy,Someday,260000,0.56799999999999995,9,21/12/1899,major,-0.0575,-0.0405,,71.2,-0.0405,159.832,230665,4,Indie Music
-5,James Bay,Stealing Cars,400000,0.23599999999999999,3,21/12/1899,minor,-0.0294,-8.44,3.05e-06,59.62,-0.0357,87.623,223320,4,Pop Music
0.8,If Ever (with Jack Johnson & Ben Harper),"Paula Fuga, Jack Johnson, Ben Harper",460000,0.48399999999999999,1,24/12/1899,major,-0.036,-6.79,2.49e-05,61.5,-0.0619,104.978,3.584883333,4,Acoustic Folk
-5,Every Time I Die,Map Change,500000,0.96599999999999997,9,27/12/1899,minor,-0.119,-0.000354,0.0267,100.4,-0.0234,102.448,296934,4,Metal Music
-5,Welles,Lovesong - Recorded at Spotify Studios NYC,330000,0.81200000000000006,9,26/12/1899,minor,-0.0469,-0.00286,2.96e-05,74.9,-0.0399,146.302,251804,4,Rock Music
0.515,Sway,Little Derek,280000,0.72899999999999998,1,26/12/1899,minor,-0.313,-3.32,,58.22,-0.0675,89.949,316310,4,Hip Hop Music
0.669,Catching Flies,GLY,510000,0.56299999999999994,-6,21/12/1899,minor,-0.0357,-2.5,0.917,64.2,-0.0394,119.974,220623,4,Alt Music
-5,Von Pariahs,I Want Her,110000,0.875,9,27/12/1899,major,-0.0638,-0.025,2.14e-06,59.95,-0.0615,178.037,227693,4,Rock Music
-5,Eels,Novocaine For The Soul,560000,0.71699999999999997,6,24/12/1899,major,-0.0395,-0.00578,0.0632,58.27,-0.0311,169.212,188693,4,Alt Music
0.636,Janiva Magness,Whoop And Holler,120000,0.91800000000000004,9,25/12/1899,major,-0.0559,-5.31,9.85e-06,82.8,-0.046,96.991,156773,4,Blues
0.728,Whitney,Strange Overtones,520000,0.57199999999999995,2,21/12/1899,major,-0.0348,-2.42,4.1e-05,60.2,-0.0744,110.346,206995,4,Alt Music
-5,Waxahatchee,Fruits of My Labor,540000,0.42699999999999999,,22/12/1899,major,-0.0276,-7.93,0.00144,59.09,-0.0214,146.09,305041,3,Alt Music
0.827,Coi Leray,No More Parties,750000,0.39400000000000002,11,21/12/1899,major,-0.559,-2.53,,62,-0.0715,157,192880,4,Hip Hop Music
-5,All Time Low,Once In A Lifetime,680000,0.91100000000000003,1,28/12/1899,minor,-0.113,-0.15,,84.5,-0.0429,168.024,189543,4,Rock Music
0.548,Accept,Koolaid,530000,0.90400000000000003,11,26/12/1899,major,-0.03,-0.00429,0.0842,87,-0.0342,129.016,299720,4,Metal Music
-5,Fruition,Fire,430000,0.81299999999999994,9,26/12/1899,minor,-0.0399,-1.2,0.000109,88.2,-0.0684,134.922,216085,4,Blues
0.65,Hatena,INTEREST,330000,0.628,11,24/12/1899,major,-0.347,-0.0242,0.112,60.2,-0.0767,122.39,154715,4,Indie Music
-5,Dinosaur Jr.,Start Choppin',530000,0.755,2,24/12/1899,major,-0.103,-0.0411,0.000799,56.35,-0.057,111.813,340187,4,Alt Music
-5,Foals,Exits,570000,0.85799999999999998,9,29/12/1899,minor,-0.0346,-0.559,0.00107,101.4,-0.0712,188.055,357419,4,Indie Music
0.684,Steely Dan,Any Major Dude Will Tell You,570000,0.41599999999999998,2,16/12/1899,major,-0.0447,-6.47,,58.22,-0.0549,80.204,187267,4,Rock Music
0.822,Call Me Karizma,Float,560000,0.52200000000000002,4,23/12/1899,minor,-0.0965,-4.91,,60.1,-0.00672,111.098,169093,4,Alt Music
0.534,Lifehouse,Broken,590000,0.70799999999999996,11,26/12/1899,major,-0.0402,-0.89,,69.2,-0.0488,130.639,286480,4,Rock Music
0.635,Bette Smith,Dance Monkey,370000,0.61499999999999999,6,26/12/1899,minor,-0.0332,-5.76,0.00167,72.4,-0.0429,97.978,213980,4,Blues
0.664,INXS,Never Tear Us Apart,680000,0.61299999999999999,,24/12/1899,major,-0.0273,-0.0309,0.000128,67.5,-0.0193,96.6,184587,3,Rock Music
0.603,Charlie Hunter,Two For Bleu,360000,0.56999999999999995,2,19/12/1899,major,-0.0512,-2.65,0.827,58.13,-0.0483,116.322,339333,4,Rock Music
-5,Savages,Husbands,340000,0.85999999999999999,6,27/12/1899,minor,-0.0392,-0.000322,0.00252,56,-0.0146,176.858,170133,4,Indie Music
0.552,Derya Yƒ±ldƒ±rƒ±m & Grup ≈ûim≈üek,Dom Dom Kur≈üunu,280000,0.80000000000000004,2,27/12/1899,minor,-0.0309,-3.5,,86.1,-0.093,190.096,293347,4,Rock Music
0.641,Little Boots,Meddle,260000,0.88,2,28/12/1899,major,-0.156,-0.219,3.97e-05,58.02,-0.0636,168.99,195947,4,Alt Music
-5,The Raconteurs,Blank Generation - Studio Version - Recorded at Electric Lady Studios,500000,0.79100000000000004,11,26/12/1899,minor,-0.0552,-0.232,0.295,62.4,-0.0582,131.09,233597,4,Rock Music
-5,Sebastian Bach,By Your Side,420000,0.60499999999999998,1,24/12/1899,minor,-0.0319,-0.512,,55.63,-0.00779,143.099,327533,4,Rock Music
-5,Shadows Fall,Thoughts Without Words,380000,0.95899999999999996,1,27/12/1899,major,-0.155,-0.0209,0.000686,70.3,-0.0322,89.583,271547,4,Metal Music
0.58,Maybird,Gonna Lose Your Mind,300000,0.70899999999999996,9,25/12/1899,major,-0.0302,-0.000182,0.78,67.8,-0.0728,120.002,216392,4,Indie Music
-5,Daughter,Youth,690000,0.53500000000000003,,20/12/1899,major,-0.0411,-8.89,0.00678,61.6,-0.0435,146.416,253013,4,Indie Music
-5,Testament,Electric Crown,500000,0.90500000000000003,1,24/12/1899,major,-0.0523,-0.0395,0.000417,87.5,-0.0546,81.294,330227,4,Metal Music
0.706,Latter Days (feat. Anaïs Mitchell),"Big Red Machine, Anaïs Mitchell",540000,0.32900000000000001,,21/12/1899,major,-0.0286,-7.34,0.0115,60.2,-0.0232,130.03,3.64045,4,Acoustic Folk
-5,Todd La Torre,Vanguards of the Dawn Wall,260000,0.96799999999999997,1,25/12/1899,major,-0.118,-0.000268,0.0118,90.2,-0.0434,180.084,219200,4,Metal Music
0.797,morgxn,PUMP THE BREAK,500000,0.54200000000000004,1,26/12/1899,major,-0.0345,-0.39,,81.4,-0.0394,102.045,192773,4,Rock Music
-5,Paris Youth Foundation,The Back Seat,370000,0.91900000000000004,6,27/12/1899,minor,-0.0543,-0.00372,5.15e-06,56.53,-0.0415,176.942,252035,3,Indie Music
-5,JayWood,What You Do To Me,350000,0.86799999999999999,7,26/12/1899,major,-0.0621,-1.24,0.815,59.16,-0.0668,81.024,254024,4,Pop Music
-5,The Disaster Area,Bruised & Broken,430000,0.93899999999999995,7,24/12/1899,major,-0.0966,-0.00129,1.2e-06,64.3,-0.0306,160.141,196597,4,Metal Music
-5,Patrick Belaga,The Tunnel Is A Tower,210000,0.19900000000000001,3,09/12/1899,minor,-0.037,-7.14,0.903,60,-0.00863,83.871,208386,3,Indie Music
0.647,Mail the Horse,Magnolia,360000,0.50700000000000001,,22/12/1899,major,-0.0292,-1.12,0.0117,60.3,-0.0711,94.633,280917,4,Blues
-5,Steve Hill,Slowly Slipping Away,350000,0.44400000000000001,7,22/12/1899,major,-0.0345,-3.11,0.000449,62.7,-0.0663,177.42,206493,4,Blues
-5,Wind Rose,Drunken Dwarves,440000,0.95799999999999996,,27/12/1899,major,-0.0509,-0.000168,0.271,85.8,-0.0677,160.017,272767,4,Metal Music
-5,Knesiyat Hasechel,Hainu Ossim Ahava (We Would Do Love),330000,0.63,,26/12/1899,major,-0.0302,-0.0198,,79.4,-0.037,90.613,191360,4,Rock Music
0.611,C. James,Streetlights,400000,0.26500000000000001,11,21/12/1899,major,-0.0349,-7.33,0.0207,60.7,-0.0447,137.996,168719,4,Pop Music
-5,Soulive,"Born Under A Bad Sign ft Warren Haynes, Nigel Hall & DJ Logic",150000,0.73599999999999999,6,24/12/1899,minor,-0.0485,-0.213,2.14e-05,147.1,-0.0622,114.193,420000,4,Rock Music
-5,Aviv Geffen,◊¢◊ï◊†◊ï◊™,410000,0.84799999999999998,10,23/12/1899,major,-0.0325,-0.0162,1.39e-06,62.4,-0.0888,193.39,235000,4,Rock Music
-5,Daniella Tourgeman,◊©◊ï◊ù ◊ì◊ë◊® ◊ú◊ê ◊¢◊ï◊ñ◊®,120000,0.41699999999999998,,23/12/1899,major,-0.0286,-5.71,0.000781,57.71,-0.0316,140.636,202977,3,Rock Music
-5,Pearl Jam,Even Flow,750000,0.94399999999999995,10,25/12/1899,minor,-0.0761,-0.0178,4.54e-06,79.8,-0.0265,105.338,292581,4,Rock Music
0.56,Dominik Buchheim,Morgensonne,460000,0.079200000000000007,2,13/12/1899,major,-0.0609,-9.92,0.924,64.1,-0.0272,125.561,3.05295,4,Instrumental Music
-5,Tim Garland,The Autumn Gate,450000,0.185,9,18/12/1899,major,-0.0353,-8.67,0.725,59.84,-0.0141,116.632,4.351116667,3,Instrumental Music
0.55,The Beach Boys,Surfin' U.S.A. - Remastered 2001,730000,0.85399999999999998,3,26/12/1899,major,-0.036,-6.61,,61.2,-0.0965,159.231,2.48955,4,Rock Music
0.768,Lielle,◊™◊®◊©◊ï◊ù,240000,0.59799999999999998,6,22/12/1899,major,-0.185,-3.26,2.9e-05,66.1,-0.0761,122.019,190940,4,Hip Hop Music
-5,If I Told,Courtney Marie Andrews,500000,0.221,10,16/12/1899,major,-0.0423,-8.41,0.000595,59.75,-0.0299,80.413,4.966883333,4,Acoustic Folk
-5,MAN WITH A MISSION,Perfect Clarity,490000,0.69499999999999995,,24/12/1899,major,-0.0388,-0.0747,,62.1,-0.0449,136.744,271167,4,Rock Music
-5,Arthur Moon,Status Monster,270000,0.42799999999999999,7,22/12/1899,major,-0.055,-2.14,0.0013,79.4,-0.0256,161.903,180396,3,Rock Music
-5,Coldplay,Princess of China,670000,0.68999999999999995,9,25/12/1899,minor,-0.0347,-0.0385,0.015,78.7,-0.0237,85.014,239216,4,Rock Music
0.633,Help Me Down,Wilderado,450000,0.30399999999999999,,20/12/1899,major,-0.031,-8.46,0.00403,61.2,-0.0355,119.837,3.673433333,4,Acoustic Folk
-5,Volumes,Left For Dead,330000,0.90700000000000003,1,27/12/1899,major,-0.105,-0.000308,6.56e-05,59.99,-0.0143,193.754,136907,4,Metal Music
-5,Dirty Honey,The Wire,460000,0.89400000000000002,8,27/12/1899,major,-0.0873,-0.00621,0.000223,92.9,-0.0691,184.101,185120,4,Rock Music
-5,Squid,The Cleaner,440000,0.77800000000000002,8,25/12/1899,major,-0.083,-0.149,0.00265,60.4,-0.0552,136.549,453212,4,Indie Music
0.651,Barnaby Keen,Trust Me,140000,0.434,7,22/12/1899,major,-0.0249,-6.22,0.00203,60.1,-0.0628,85.972,221515,4,Rock Music
0.71,Luna Li,Cherry Pit,460000,0.64900000000000002,9,24/12/1899,major,-0.0367,-2.18,0.000109,60.5,-0.0772,120.798,253067,4,Indie Music
0.974,QUE.,OG Bobby Johnson,410000,0.97199999999999998,1,28/12/1899,major,-0.212,-0.155,,87.1,-0.0513,110.97,196757,4,Hip Hop Music
-5,Asha Bhosle,Ab Ke Baras Bhejo Bhaiya,40000,0.29799999999999999,1,20/12/1899,major,-0.0409,-9.74,6.78e-05,61,-0.0547,87.627,3.585783333,3,Bollywood Music
-5,Parkway Drive,Prey,630000,0.96399999999999997,6,27/12/1899,major,-0.0866,-0.000328,0.0247,102.5,-0.0325,99.731,255231,3,Metal Music
0.655,J.D. Short,By The Spoonful,240000,0.29099999999999998,7,21/12/1899,major,-0.0777,-4.09,5.23e-06,60.3,-0.0674,114.993,229093,4,Blues
-5,Late Bloomer,Heaven,240000,0.68400000000000005,,25/12/1899,major,-0.0415,-0.000582,0.00151,67.2,-0.0283,201.324,201333,4,Alt Music
0.662,Caamp,Officer of Love,650000,0.57399999999999995,4,23/12/1899,major,-0.0261,-2.98,0.00902,61.5,-0.0948,109.085,239805,4,Alt Music
0.503,Itay Levi,◊õ◊ú ◊î◊¢◊ô◊® ◊ô◊ï◊ì◊¢◊™,330000,0.57599999999999996,2,26/12/1899,minor,-0.0359,-5.81,,57.31,-0.036,156.204,212814,4,Pop Music
-5,Balto,Lost on the Young,340000,0.73799999999999999,9,26/12/1899,major,-0.0464,-0.419,1.35e-06,58.12,-0.0488,161.09,193067,4,Rock Music
-5,No Sinner,Leadfoot,350000,0.85199999999999998,11,27/12/1899,major,-0.0499,-0.0016,0.0165,65.7,-0.0396,137.089,245213,4,Blues
-5,Rival Sons,Do Your Worst,590000,0.79100000000000004,2,29/12/1899,major,-0.0509,-0.113,1.43e-06,82.6,-0.0413,83.868,210493,4,Rock Music
0.842,Dudu Aharon,◊®◊ß ◊ê◊î◊ë◊î ◊û◊ì◊ë◊®◊™,200000,0.52900000000000003,4,24/12/1899,minor,-0.0597,-2.88,,60.6,-0.0645,126.034,209521,4,Pop Music
-5,The Cult,Sweet Soul Sister,470000,0.86599999999999999,-6,22/12/1899,major,-0.0614,-1.24,0.0103,65.9,-0.0151,93.012,308267,4,Rock Music
0.688,Absofacto,Dissolve,720000,0.58199999999999996,6,21/12/1899,minor,-0.0542,-2.3,0.000157,56.63,-0.0872,85.486,224661,4,Rock Music
0.579,Handsome Ghost,Weeds,460000,0.32500000000000001,,22/12/1899,major,-0.0284,-7.21,2.24e-06,90.3,-0.0428,79.985,4.22783333,4,Acoustic Folk
0.636,Lowell Fulson,Reconsider Baby,460000,0.66800000000000004,,25/12/1899,major,-0.0568,-7.49,0.00121,55.55,-0.0666,94.668,189133,4,Blues
-5,Kenny Wayne Shepherd,I Want You,340000,0.81399999999999995,3,26/12/1899,major,-0.0511,-0.0956,0.151,59.62,-0.0711,130.973,387707,4,Blues
-5,Michael Bublé,Lost - Live from Madison Square Garden,350000,0.34200000000000003,11,23/12/1899,major,-0.0356,-6.72,,130.9,-0.0268,131.289,3.936666667,4,Pop Music
0.549,Robert Gordon,Rock Billy Boogie,420000,0.83199999999999996,11,21/12/1899,minor,-0.0497,-6.68,0.335,57.08,-0.0792,193.911,153333,4,Rock Music
0.939,Salt-N-Pepa,Shoop,680000,0.67500000000000004,,24/12/1899,major,-0.211,-0.915,,55.65,-0.0795,96.918,248573,4,Hip Hop Music
0.71,RARIA,Tried To Love You,350000,0.48299999999999998,-6,22/12/1899,minor,-0.127,-5.38,,58.32,-0.0705,97.065,148074,4,Pop Music
-5,Carlos Cipa,"Fantasia on Bach (on Steinway Grand, 1975)",450000,0.0055399999999999998,9,06/12/1899,major,-0.0458,-8.92,0.82,62.3,-0.00323,82.371,175507,5,Indie Music
0.571,Jack Rabbit Slim,Rock-a-Cha,350000,0.85799999999999998,11,25/12/1899,minor,-0.0399,-0.0541,3.71e-05,80.8,-0.0566,95.248,121253,4,Rock Music
0.543,SAINt JHN,Pray 4 Me (feat. Kanye West),430000,0.48099999999999998,1,24/12/1899,minor,-0.276,-6.08,,60.4,-0.0124,83.03,173453,4,Hip Hop Music
0.566,Ayron Jones,Supercharged,,0.96299999999999997,1,28/12/1899,minor,-0.05,-0.00618,6.77e-05,86.1,-0.0861,130.059,182065,4,Metal Music
0.577,Overcoats,New Shoes,480000,0.222,7,21/12/1899,major,-0.0291,-9.62,3.1e-05,85.9,-0.0166,136.048,198373,3,Indie Music
-5,Mercyful Fate,Curse of the Pharaohs,460000,0.79800000000000004,4,22/12/1899,major,-0.0782,-0.00113,0.0772,63.2,-0.0544,137.397,237107,4,Metal Music
0.773,A Tribe Called Quest,Find a Way,630000,0.58099999999999996,8,23/12/1899,major,-0.432,-0.352,,98.5,-0.0711,94.093,203067,4,Hip Hop Music
0.527,St. Vincent,Los Ageless,580000,0.71599999999999997,-6,25/12/1899,minor,-0.0616,-0.698,8.71e-05,57.37,-0.0331,99.426,281347,4,Indie Music
-5,Tyler Childers,House Fire (feat. The Travelin' McCourys),510000,0.495,-6,22/12/1899,major,-0.0318,-4.72,0.0247,75.5,-0.0741,121.624,214656,4,Alt Music
0.557,The Struts,In Love With A Camera,490000,0.88600000000000001,,28/12/1899,major,-0.0378,-0.00125,0.000199,85.5,-0.0638,127.982,202401,4,Rock Music
0.537,Tal Bachman,She's so High,720000,0.83999999999999997,9,27/12/1899,major,-0.0363,-2,2.15e-06,59.98,-0.0211,124.269,224693,4,Rock Music
-5,Exanimate,Grey State,190000,0.89200000000000002,7,25/12/1899,major,-0.0979,-0.00143,1.25e-06,66.7,-0.0145,119.877,240500,4,Metal Music
-5,Metallica,Whiplash - Remastered,560000,0.91600000000000004,4,25/12/1899,minor,-0.0983,-0.00611,0.422,64,-0.0192,158.042,248547,4,Metal Music
-5,Rod Stewart,It's All Over Now,270000,0.86099999999999999,7,23/12/1899,major,-0.0471,-4.25,0.00174,63.3,-0.0848,176.942,386227,4,Blues
0.872,Victor Solf,Call Your Grandma,420000,0.438,1,21/12/1899,major,-0.0356,-5.15,0.521,57.22,-0.0961,116.985,161267,4,Indie Music
0.771,Taylor Swift,You Need To Calm Down,800000,0.67100000000000004,2,26/12/1899,major,-0.0553,-0.0929,,56.37,-0.0714,85.026,171360,4,Pop Music
0.818,Rexxie,KPK (Ko Por Ke),570000,0.83599999999999997,8,25/12/1899,minor,-0.0391,-0.934,0.422,58.8,-0.0305,123.02,191723,4,Pop Music
0.6,Noy Fadlon,◊°◊ï◊ï◊ì◊®,350000,0.438,7,24/12/1899,major,-0.0457,-7.46,,64.7,-0.022,127.788,199253,4,Pop Music
0.711,Albert King,Born Under A Bad Sign - Mono Mix,590000,0.48299999999999998,11,20/12/1899,major,-0.0298,-4.34,0.012,52.84,-0.0884,91.652,169998,4,Blues
0.567,Editors,Ocean of Night,540000,0.66600000000000004,,22/12/1899,major,-0.0298,-0.244,0.251,60.7,-0.0251,106.001,305489,4,Alt Music
0.549,Snoop Dogg,Gin N Juice (feat. Dat Nigga Daz),740000,0.85299999999999998,7,27/12/1899,major,-0.188,-0.285,0.000296,111.8,-0.0346,94.695,211493,4,Hip Hop Music
0.755,David Guetta,Pa' La Cultura,630000,0.85399999999999998,9,27/12/1899,minor,-0.0517,-0.249,1.58e-05,88.9,-0.0588,105.038,235603,4,Pop Music
-5,Foghat,Gotta Get to Know You,300000,0.59499999999999997,7,17/12/1899,major,-0.0607,-3.73,0.157,55.8,-0.0366,89.901,463973,4,Blues
0.961,Latto,Step It Up,590000,0.61699999999999999,11,26/12/1899,major,-0.344,-2.6,,64.9,-0.0734,125.009,161280,4,Hip Hop Music
-5,MOSES,You Need L,230000,0.86499999999999999,2,28/12/1899,major,-0.0351,-0.0239,0.000769,59.51,-0.0283,99.984,210563,4,Rock Music
-5,Editors,Munich,620000,0.872,7,27/12/1899,minor,-0.0533,-0.0052,0.0353,82.4,-0.039,149.361,226427,4,Alt Music
-5,Lush,Nothing Natural,400000,0.79600000000000004,11,19/12/1899,minor,-0.0333,-0.0689,0.807,56.26,-0.0913,105.984,354640,4,Rock Music
-5,Queen,It's A Hard Life - Remastered 2011,580000,0.59899999999999998,3,25/12/1899,major,-0.0291,-4.22,,65.9,-0.0299,82.336,4.11621667,4,Rock Music
-5,Earth Eater,Longclaw,280000,0.96499999999999997,1,28/12/1899,major,-0.211,-0.0112,0.0565,74.7,-0.00591,99.971,320400,4,Metal Music
0.91,Plustwo,Melody (1983 Club Vinyl Mix),600000,0.73599999999999999,-6,28/12/1899,major,-0.0495,-2.66,0.0811,57.59,-0.0938,121.985,236588,4,Indie Music
0.737,Eden Alene,Feker Libi,460000,0.90700000000000003,8,29/12/1899,major,-0.131,-2.38,2.64e-05,59.62,-0.0563,119.915,183747,4,Pop Music
-5,Zohar Argov,◊û◊î ◊ú◊ö ◊ô◊ú◊ì◊î,260000,0.749,9,24/12/1899,minor,-0.0348,-0.196,0.078,59.31,-0.037,98.244,311440,3,Pop Music
0.51,Megadeth,Dread and the Fugitive Mind,450000,0.82999999999999996,4,27/12/1899,minor,-0.0863,-0.000434,0.21,58.06,-0.0483,164.175,265133,4,Metal Music
0.643,Artur Menezes,Fading Away,400000,0.91300000000000003,8,27/12/1899,major,-0.0351,-0.0651,0.0017,54.27,-0.0449,112.988,224427,4,Rock Music
-5,Torchia,Sky,280000,0.97699999999999998,9,27/12/1899,minor,-0.109,-0.00026,0.824,65.8,-0.00898,124.917,287933,4,Metal Music
-5,Cee Cee James,So Grateful,350000,0.109,1,16/12/1899,major,-0.0355,-9.83,0.000376,61.4,-0.025,93.659,347533,4,Blues
-5,HAVAMAL,Hel,290000,0.95499999999999996,4,26/12/1899,minor,-0.322,-0.00665,0.00104,63.1,-0.0112,170.149,351623,4,Metal Music
0.511,Lamb of God,Ghost Walking,470000,0.99299999999999999,1,28/12/1899,major,-0.131,-0.00326,8.32e-06,78.8,-0.0322,129.986,270693,5,Metal Music
0.548,Biosphere,Angel's Flight,450000,0.28199999999999997,1,15/12/1899,major,-0.0362,-9.46,0.946,61.2,-0.0311,141.959,352357,-5,Indie Music
0.726,Vague d' Azur,Farinole,330000,0.54800000000000004,9,21/12/1899,minor,-0.0366,-1.59,0.126,111.2,-0.0579,113.986,197895,4,Indie Music
-5,Asquith,NFT - Bass Mix,190000,0.99199999999999999,10,25/12/1899,minor,-0.116,-0.00253,0.916,97.5,-0.0848,147.941,294163,4,Indie Music
